MOL_hms_government;Kingdom of Moldavia;;;;;;;;;;;;;x
MOL_democracy;Republic of Moldavia;;;;;;;;;;;;x;
MOL_bourgeois_dictatorship;Republic of Moldavia;;;;;;;;;;;;x
MOL_presidential_dictatorship;Republic of Moldavia;;;;;;;;;;;;x;
MOL_fascist_dictatorship;National Republic of Moldavia;;;;;;;;;;;;x;
MOL_proletarian_dictatorship;Socialist Republic of Moldavia;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
ROM_absolute_monarchy;Kingdom of Romania;;;;;;;;;;;;x;
ROM_prussian_constitutionalism;Kingdom of Romania;;;;;;;;;;;;;x
ROM_hms_government;Kingdom of Romania;;;;;;;;;;;;;x
ROM_democracy;Republic of Romania;;;;;;;;;;;;x;
ROM_bourgeois_dictatorship;Republic of Romania;;;;;;;;;;;;x
ROM_presidential_dictatorship;Republic of Romania;;;;;;;;;;;;x;
ROM_fascist_dictatorship;National Republic of Romania;;;;;;;;;;;;x;
ROM_proletarian_dictatorship;Communist Republic of Romania;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
CRE_absolute_monarchy;Vilayet of Crete;;;;;;;;;;;;x;
CRE_prussian_constitutionalism;Kingdom of Crete;;;;;;;;;;;;;x
CRE_hms_government;Kingdom of Crete;;;;;;;;;;;;;x
CRE_democracy;Republic of Crete;;;;;;;;;;;;x;
CRE_bourgeois_dictatorship;Republic of Crete;;;;;;;;;;;;x
CRE_presidential_dictatorship;Republic of Crete;;;;;;;;;;;;x;
CRE_fascist_dictatorship;Metaxas Regime of Crete;;;;;;;;;;;;x;
CRE_proletarian_dictatorship;Proletarian Republic of Crete;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
BUL_absolute_monarchy;Vilayet of Bulgaria;;;;;;;;;;;;x;
BUL_prussian_constitutionalism;Kingdom of Bulgaria;;;;;;;;;;;;;x
BUL_hms_government;Kingdom of Bulgaria;;;;;;;;;;;;;x
BUL_democracy;Republic of Bulgaria;;;;;;;;;;;;x;
BUL_bourgeois_dictatorship;Republic of Bulgaria;;;;;;;;;;;;x
BUL_presidential_dictatorship;Republic of Bulgaria;;;;;;;;;;;;x;
BUL_fascist_dictatorship;Federal Republic of Bulgaria;;;;;;;;;;;;x;
BUL_proletarian_dictatorship;People's Republic of Bulgaria;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
KHI_absolute_monarchy;Khanate of Khiva;;;;;;;;;;;;x;
KHI_prussian_constitutionalism;Khanate of Khiva;;;;;;;;;;;;;x
KHI_hms_government;Kingdom of Khiva;;;;;;;;;;;;;x
KHI_democracy;Republic of Khiva;;;;;;;;;;;;x;
KHI_bourgeois_dictatorship;Republic of Khiva;;;;;;;;;;;;x
KHI_presidential_dictatorship;Republic of Khiva;;;;;;;;;;;;x;
KHI_fascist_dictatorship;Republic of Khiva ;;;;;;;;;;;;x;
KHI_proletarian_dictatorship;People’s Republic of Khiva;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
BUK_absolute_monarchy;Emirate of Bukhara;;;;;;;;;;;;x;
BUK_prussian_constitutionalism;Emirate of Bukhara;;;;;;;;;;;;;x
BUK_hms_government;Emirate of Bukhara;;;;;;;;;;;;;x
BUK_democracy;Republic of Bukhara;;;;;;;;;;;;x;
BUK_bourgeois_dictatorship;Islamic Republic of Bukhara;;;;;;;;;;;;x
BUK_presidential_dictatorship;Republic of Bukhara;;;;;;;;;;;;x;
BUK_fascist_dictatorship;National Republic of Bukhara;;;;;;;;;;;;x;
BUK_proletarian_dictatorship;People's Republic of Bukhara;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
ITA_absolute_monarchy;Kingdom of Italy;;;;;;;;;;;;x;
ITA_prussian_constitutionalism;Kingdom of Italy;;;;;;;;;;;;;x
ITA_hms_government;Kingdom of Italy;;;;;;;;;;;;;x
ITA_democracy;Republic of Italy;;;;;;;;;;;;x;
ITA_bourgeois_dictatorship;Republic of Italy;;;;;;;;;;;;x
ITA_presidential_dictatorship;Republic of Italy;;;;;;;;;;;;x;
ITA_fascist_dictatorship;Social Republic of Italy;;;;;;;;;;;;x;
ITA_proletarian_dictatorship;Communist Republic of Italy;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
FLA_absolute_monarchy;County of Flanders;;;;;;;;;;;;x;
FLA_prussian_constitutionalism;County of Flanders;;;;;;;;;;;;;x;
FLA_hms_government;County of Flanders;;;;;;;;;;;;;x;
FLA_democracy;Republic of Flanders;;;;;;;;;;;;x;
FLA_bourgeois_dictatorship;Republic of Flanders;;;;;;;;;;;;x;
FLA_presidential_dictatorship;Republic of Flanders;;;;;;;;;;;;x;
FLA_fascist_dictatorship;National Republic of Flanders;;;;;;;;;;;;x;
FLA_proletarian_dictatorship;Soviet County of Flanders;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
WLL_absolute_monarchy;County of Wallonia;;;;;;;;;;;;x;
WLL_prussian_constitutionalism;County of Wallonia;;;;;;;;;;;;;x
WLL_hms_government;County of Wallonia;;;;;;;;;;;;;x
WLL_democracy;Republic of Wallonia;;;;;;;;;;;;x;
WLL_bourgeois_dictatorship;Republic of Wallonia;;;;;;;;;;;;x
WLL_presidential_dictatorship;Republic of Wallonia;;;;;;;;;;;;x;
WLL_fascist_dictatorship;Social Republic of Wallonia;;;;;;;;;;;;x;
WLL_proletarian_dictatorship;Socialist Republic of Wallonia;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
DZG_absolute_monarchy;Imperial City of Danzig;;;;;;;;;;;;x;
DZG_prussian_constitutionalism;Imperial City of Danzig;;;;;;;;;;;;x;
DZG_hms_government;Imperial City of Danzig;;;;;;;;;;;;x;
DZG_democracy;Free City of Danzig;;;;;;;;;;;;x;
DZG_bourgeois_dictatorship;Free City of Danzig;;;;;;;;;;;;;x;
DZG_presidential_dictatorship;Free City of Danzig;;;;;;;;;;;;x;
DZG_fascist_dictatorship;Free City of Danzig;;;;;;;;;;;;;x;
DZG_proletarian_dictatorship;People's Republic of Danzig;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
FRM_absolute_monarchy;Grand Duchy of Frankfurt am Main;;;;;;;;;;;;x;
FRM_prussian_constitutionalism;Duchy of Frankfurt am Main;;;;;;;;;;;;;x
FRM_hms_government;Duchy of Frankfurt am Main;;;;;;;;;;;;;x
FRM_democracy;Free State of Frankfurt am Main;;;;;;;;;;;;x;
FRM_bourgeois_dictatorship;Free State of Frankfurt am Main;;;;;;;;;;;;x
FRM_presidential_dictatorship;Free State of Frankfurt am Main;;;;;;;;;;;;x;
FRM_fascist_dictatorship;Free State of Frankfurt am Main;;;;;;;;;;;;x;
FRM_proletarian_dictatorship;Socialist State of Frankfurt am Main;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
HOL_absolute_monarchy;County of Holstein;;;;;;;;;;;;x;
HOL_prussian_constitutionalism;Duchy of Holstein;;;;;;;;;;;;x;
HOL_hms_government;Duchy of Holstein;;;;;;;;;;;;x;
HOL_democracy;Free State of Holstein;;;;;;;;;;;;x;
HOL_bourgeois_dictatorship;Free State of Holstein;;;;;;;;;;;;;x;
HOL_presidential_dictatorship;Free State of Holstein;;;;;;;;;;;;x;
HOL_fascist_dictatorship;Free State of Holstein;;;;;;;;;;;;;x;
HOL_proletarian_dictatorship;People's State of Holstein;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
LIP_absolute_monarchy;Principality of Lippe-Detmold;;;;;;;;;;;;x;
LIP_prussian_constitutionalism;Principality of Lippe-Detmold;;;;;;;;;;;;x;
LIP_hms_government;Principality of Lippe-Detmold;;;;;;;;;;;;x;
LIP_democracy;Free State of Lippe;;;;;;;;;;;;x;
LIP_bourgeois_dictatorship;Free State of Lippe;;;;;;;;;;;;;x;
LIP_presidential_dictatorship;Free State of Lippe;;;;;;;;;;;;x;
LIP_fascist_dictatorship;Free State of Lippe;;;;;;;;;;;;;x;
LIP_proletarian_dictatorship;People's Commune of Lippe;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
LUB_absolute_monarchy;Hanseatic City of Lübeck;;;;;;;;;;;;x;
LUB_prussian_constitutionalism;Hanseatic City of Lübeck;;;;;;;;;;;;x;
LUB_hms_government;Hanseatic City of Lübeck;;;;;;;;;;;;x;
LUB_democracy;Free City of Lübeck;;;;;;;;;;;;x;
LUB_bourgeois_dictatorship;Free City of Lübeck;;;;;;;;;;;;;x;
LUB_presidential_dictatorship;Free City of Lübeck;;;;;;;;;;;;x;
LUB_fascist_dictatorship;Free City of Lübeck;;;;;;;;;;;;;x;
LUB_proletarian_dictatorship;People's Commune of Lübeck;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
LUX_absolute_monarchy;Grand Duchy of Luxembourg;;;;;;;;;;;;x;
LUX_prussian_constitutionalism;Grand Duchy of Luxembourg;;;;;;;;;;;;x;
LUX_hms_government;Grand Duchy of Luxembourg;;;;;;;;;;;;x;
LUX_democracy;Republic of Luxembourg;;;;;;;;;;;;x;
LUX_bourgeois_dictatorship;Republic of Luxembourg;;;;;;;;;;;;;x;
LUX_presidential_dictatorship;Republic of Luxembourg;;;;;;;;;;;;x;
LUX_fascist_dictatorship;Social Republic of Luxembourg;;;;;;;;;;;;;x;
LUX_proletarian_dictatorship;People's Republic of Luxembourg;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
MEC_absolute_monarchy;Grand Duchy of Mecklenburg;;;;;;;;;;;;x;
MEC_prussian_constitutionalism;Duchy of Mecklenburg;;;;;;;;;;;;x;
MEC_hms_government;Duchy of Mecklenburg;;;;;;;;;;;;x;
MEC_democracy;Free State of Mecklenburg;;;;;;;;;;;;x;
MEC_bourgeois_dictatorship;Free State of Mecklenburg;;;;;;;;;;;;;x;
MEC_presidential_dictatorship;Free State of Mecklenburg;;;;;;;;;;;;x;
MEC_fascist_dictatorship;Free State of Mecklenburg;;;;;;;;;;;;;x;
MEC_proletarian_dictatorship;Worker's Republic of Mecklenburg;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
MEI_absolute_monarchy;Grand Duchy of Saxe-Meiningen;;;;;;;;;;;;x;
MEI_prussian_constitutionalism;Duchy of Saxe-Meiningen;;;;;;;;;;;;x;
MEI_hms_government;Duchy of Saxe-Meiningen;;;;;;;;;;;;x;
MEI_democracy;Free State of Saxe-Meiningen;;;;;;;;;;;;x;
MEI_bourgeois_dictatorship;Free State of Saxe-Meiningen;;;;;;;;;;;;;x;
MEI_presidential_dictatorship;Free State of Saxe-Meiningen;;;;;;;;;;;;x;
MEI_fascist_dictatorship;Free State of Saxe-Meiningen;;;;;;;;;;;;;x;
MEI_proletarian_dictatorship;People's Duchy of Saxe-Meiningen;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
NAS_absolute_monarchy;Duchy of Nassau;;;;;;;;;;;;x;
NAS_prussian_constitutionalism;Duchy of Nassau;;;;;;;;;;;;x;
NAS_hms_government;Duchy of Nassau;;;;;;;;;;;;x;
NAS_democracy;Free State of Nassau;;;;;;;;;;;;x;
NAS_bourgeois_dictatorship;Free State of Nassau;;;;;;;;;;;;;x;
NAS_presidential_dictatorship;Free State of Nassau;;;;;;;;;;;;x;
NAS_fascist_dictatorship;Free State of Nassau;;;;;;;;;;;;;x;
NAS_proletarian_dictatorship;Socialist Duchy of Nassau;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
NGF_absolute_monarchy;North German Confederation;;;;;;;;;;;;x;
NGF_prussian_constitutionalism;North German Confederation;;;;;;;;;;;;x;
NGF_hms_government;North German Confederation;;;;;;;;;;;;x;
NGF_democracy;Federal Republic of North Germany;;;;;;;;;;;;x;
NGF_bourgeois_dictatorship;Republic of North Germany;;;;;;;;;;;;;x;
NGF_presidential_dictatorship;Republic of North Germany;;;;;;;;;;;;x;
NGF_fascist_dictatorship;Republic of Greater North Germany;;;;;;;;;;;;;x;
NGF_proletarian_dictatorship;North German Coalition;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
OLD_absolute_monarchy;Grand Duchy of Oldenburg;;;;;;;;;;;;x;
OLD_prussian_constitutionalism;Grand Duchy of Oldenburg;;;;;;;;;;;;x;
OLD_hms_government;Grand Duchy of Oldenburg;;;;;;;;;;;;x;
OLD_democracy;Republic of Oldenburg;;;;;;;;;;;;x;
OLD_bourgeois_dictatorship;Republic of Oldenburg;;;;;;;;;;;;;x;
OLD_presidential_dictatorship;Republic of Oldenburg;;;;;;;;;;;;x;
OLD_fascist_dictatorship;Free Republic of Oldenburg;;;;;;;;;;;;;x;
OLD_proletarian_dictatorship;People's Commune of Oldenburg;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
SCH_absolute_monarchy;Duchy of Schleswig;;;;;;;;;;;;x;
SCH_prussian_constitutionalism;Duchy of Schleswig;;;;;;;;;;;;x;
SCH_hms_government;Duchy of Schleswig;;;;;;;;;;;;x;
SCH_democracy;Free State of Schleswig;;;;;;;;;;;;x;
SCH_bourgeois_dictatorship;Free State of Schleswig;;;;;;;;;;;;;x;
SCH_presidential_dictatorship;Free State of Schleswig;;;;;;;;;;;;x;
SCH_fascist_dictatorship;Free State of Schleswig;;;;;;;;;;;;;x;
SCH_proletarian_dictatorship;People's State of Schleswig;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
SGF_absolute_monarchy;South German Confederation;;;;;;;;;;;;x;
SGF_prussian_constitutionalism;South German Confederation;;;;;;;;;;;;x;
SGF_hms_government;South German Confederation;;;;;;;;;;;;x;
SGF_democracy;Federal Republic of South Germany;;;;;;;;;;;;x;
SGF_bourgeois_dictatorship;Republic of South Germany;;;;;;;;;;;;;x;
SGF_presidential_dictatorship;Federal Republic of South Germany;;;;;;;;;;;;x;
SGF_fascist_dictatorship;National Republic of South Germany;;;;;;;;;;;;;x;
SGF_proletarian_dictatorship;Socialist Republic of South Germany;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
WEI_absolute_monarchy;Duchy of Saxe-Weimar;;;;;;;;;;;;x;
WEI_prussian_constitutionalism;Duchy of Saxe-Weimar;;;;;;;;;;;;x;
WEI_hms_government;Duchy of Saxe-Weimar;;;;;;;;;;;;x;
WEI_democracy;Free State of Thuringia;;;;;;;;;;;;x;
WEI_bourgeois_dictatorship;Free State of Thuringia;;;;;;;;;;;;;x;
WEI_presidential_dictatorship;Free State of Thuringia;;;;;;;;;;;;x;
WEI_fascist_dictatorship;Free State of Thuringia;;;;;;;;;;;;;x;
WEI_proletarian_dictatorship;Worker's Commune of Weimar;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
LOM_absolute_monarchy;Kingdom of Lombardia;;;;;;;;;;;;x;
LOM_prussian_constitutionalism;Kingdom of Lombardia;;;;;;;;;;;;x;
LOM_hms_government;Kingdom of Lombardia;;;;;;;;;;;;x;
LOM_democracy;Republic of Lombardia;;;;;;;;;;;;x;
LOM_bourgeois_dictatorship;Republic of Lombardia;;;;;;;;;;;;;x;
LOM_presidential_dictatorship;Republic of Lombardia;;;;;;;;;;;;x;
LOM_fascist_dictatorship;Social Republic of Lombardia;;;;;;;;;;;;;x;
LOM_proletarian_dictatorship;Socialist Republic of Lombardia;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
LUC_absolute_monarchy;Duchy of Lucca;;;;;;;;;;;;x;
LUC_prussian_constitutionalism;Duchy of Lucca;;;;;;;;;;;;x;
LUC_hms_government;Duchy of Lucca;;;;;;;;;;;;x;
LUC_democracy;Republic of Lucca;;;;;;;;;;;;x;
LUC_bourgeois_dictatorship;Republic of Lucca;;;;;;;;;;;;;x;
LUC_presidential_dictatorship;Republic of Lucca;;;;;;;;;;;;x;
LUC_fascist_dictatorship;Social Republic of Lucca;;;;;;;;;;;;;x;
LUC_proletarian_dictatorship;Democratic State of Lucca;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
MOD_absolute_monarchy;Duchies of Modena and Reggio;;;;;;;;;;;;x;
MOD_prussian_constitutionalism;Duchy of Modena;;;;;;;;;;;;x;
MOD_hms_government;Duchy of Modena;;;;;;;;;;;;x;
MOD_democracy;Republic of Modena;;;;;;;;;;;;x;
MOD_bourgeois_dictatorship;Republic of Modena;;;;;;;;;;;;;x;
MOD_presidential_dictatorship;Republic of Modena;;;;;;;;;;;;x;
MOD_fascist_dictatorship;Social Republic of Modena;;;;;;;;;;;;;x;
MOD_proletarian_dictatorship;People's State of Modena;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
PAR_absolute_monarchy;Duchy of Parma;;;;;;;;;;;;x;
PAR_prussian_constitutionalism;Duchy of Parma;;;;;;;;;;;;x;
PAR_hms_government;Duchy of Parma;;;;;;;;;;;;x;
PAR_democracy;Republic of Parma;;;;;;;;;;;;x;
PAR_bourgeois_dictatorship;Republic of Parma;;;;;;;;;;;;;x;
PAR_presidential_dictatorship;Republic of Parma;;;;;;;;;;;;x;
PAR_fascist_dictatorship;Social Republic of Parma;;;;;;;;;;;;;x;
PAR_proletarian_dictatorship;People's Commune of Parma;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
SAR_absolute_monarchy;Kingdom of Sardinia-Piedmont;;;;;;;;;;;;x;
SAR_prussian_constitutionalism;Kingdom of Sardinia-Piedmont;;;;;;;;;;;;x;
SAR_hms_government;Kingdom of Sardinia-Piedmont;;;;;;;;;;;;x;
SAR_democracy;Republic of Sardinia-Piedmont;;;;;;;;;;;;x;
SAR_bourgeois_dictatorship;Republic of Sardinia-Piedmont;;;;;;;;;;;;;x;
SAR_presidential_dictatorship;Republic of Sardinia-Piedmont;;;;;;;;;;;;x;
SAR_fascist_dictatorship;Social Republic of Sardinia-Piedmont;;;;;;;;;;;;;x;
SAR_proletarian_dictatorship;Communist State of Sardinia-Piedmont;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
TRE_absolute_monarchy;Duchy of Trieste;;;;;;;;;;;;x;
TRE_prussian_constitutionalism;Duchy of Trieste;;;;;;;;;;;;x;
TRE_hms_government;Duchy of Trieste;;;;;;;;;;;;x;
TRE_democracy;Republic of Trieste;;;;;;;;;;;;x;
TRE_bourgeois_dictatorship;Republic of Trieste;;;;;;;;;;;;;x;
TRE_presidential_dictatorship;Republic of Trieste;;;;;;;;;;;;x;
TRE_fascist_dictatorship;Social Republic of Trieste;;;;;;;;;;;;;x;
TRE_proletarian_dictatorship;People's Republic of Trieste;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
TUS_absolute_monarchy;Grand Duchy of Tuscany;;;;;;;;;;;;x;
TUS_prussian_constitutionalism;Grand Duchy of Tuscany;;;;;;;;;;;;x;
TUS_hms_government;Grand Duchy of Tuscany;;;;;;;;;;;;x;
TUS_democracy;Republic of Tuscany;;;;;;;;;;;;x;
TUS_bourgeois_dictatorship;Republic of Tuscany;;;;;;;;;;;;;x;
TUS_presidential_dictatorship;Republic of Tuscany;;;;;;;;;;;;x;
TUS_fascist_dictatorship;Social Republic of Tuscany;;;;;;;;;;;;;x;
TUS_proletarian_dictatorship;Democratic Republic of Tuscany;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
VEN_absolute_monarchy;Kingdom of Venice;;;;;;;;;;;;x;
VEN_prussian_constitutionalism;Kingdom of Venice;;;;;;;;;;;;x;
VEN_hms_government;Kingdom of Venice;;;;;;;;;;;;x;
VEN_democracy;Republic of Venice;;;;;;;;;;;;x;
VEN_bourgeois_dictatorship;Republic of Venice;;;;;;;;;;;;;x;
VEN_presidential_dictatorship;Republic of Venice;;;;;;;;;;;;x;
VEN_fascist_dictatorship;Social Republic of Venice;;;;;;;;;;;;;x;
VEN_proletarian_dictatorship;Soviet Republic of Venice;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
CRI_absolute_monarchy;Khanate of Crimea;;;;;;;;;;;;x;
CRI_prussian_constitutionalism;Khanate of Crimea;;;;;;;;;;;;x;
CRI_hms_government;Khanate of Crimea;;;;;;;;;;;;x;
CRI_democracy;Republic of the Crimea;;;;;;;;;;;;x;
CRI_bourgeois_dictatorship;Republic of the Crimea;;;;;;;;;;;;;x;
CRI_presidential_dictatorship;Republic of the Crimea;;;;;;;;;;;;x;
CRI_fascist_dictatorship;Tatar Republic of the Crimea;;;;;;;;;;;;;x;
CRI_proletarian_dictatorship;Soviet Socialist Republic of the Crimea;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
EST_absolute_monarchy;Kingdom of Estonia;;;;;;;;;;;;x;
EST_prussian_constitutionalism;Kingdom of Estonia;;;;;;;;;;;;x;
EST_hms_government;Kingdom of Estonia;;;;;;;;;;;;x;
EST_democracy;Republic of Estonia;;;;;;;;;;;;x;
EST_bourgeois_dictatorship;Republic of Estonia;;;;;;;;;;;;;x;
EST_presidential_dictatorship;Republic of Estonia;;;;;;;;;;;;x;
EST_fascist_dictatorship;Nationalist Republic of Estonia;;;;;;;;;;;;;x;
EST_proletarian_dictatorship;Soviet Socialist Republic of Estonia;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
LIT_absolute_monarchy;Kingdom of Lithuania;;;;;;;;;;;;x;
LIT_prussian_constitutionalism;Kingdom of Lithuania;;;;;;;;;;;;x;
LIT_hms_government;Kingdom of Lithuania;;;;;;;;;;;;x;
LIT_democracy;Republic of Lithuania;;;;;;;;;;;;x;
LIT_bourgeois_dictatorship;Republic of Lithuania;;;;;;;;;;;;;x;
LIT_presidential_dictatorship;Republic of Lithuania;;;;;;;;;;;;x;
LIT_fascist_dictatorship;Nationalist Republic of Lithuania;;;;;;;;;;;;;x;
LIT_proletarian_dictatorship;Soviet Socialist Republic of Lithuania;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
LAT_absolute_monarchy;Kingdom of Latvia;;;;;;;;;;;;x;
LAT_prussian_constitutionalism;Kingdom of Latvia;;;;;;;;;;;;x;
LAT_hms_government;Kingdom of Latvia;;;;;;;;;;;;x;
LAT_democracy;Republic of Latvia;;;;;;;;;;;;x;
LAT_bourgeois_dictatorship;Republic of Latvia;;;;;;;;;;;;;x;
LAT_presidential_dictatorship;Republic of Latvia;;;;;;;;;;;;x;
LAT_fascist_dictatorship;Social Republic of Latvia;;;;;;;;;;;;;x;
LAT_proletarian_dictatorship;Soviet Socialist Republic of Latvia;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
RUT_absolute_monarchy;Kingdom of Ruthenia;;;;;;;;;;;;x;
RUT_prussian_constitutionalism;Kingdom of Ruthenia;;;;;;;;;;;;x;
RUT_hms_government;Kingdom of Ruthenia;;;;;;;;;;;;x;
RUT_democracy;Federal Republic of Ruthenia;;;;;;;;;;;;x;
RUT_bourgeois_dictatorship;Republic of Ruthenia;;;;;;;;;;;;;x;
RUT_presidential_dictatorship;Federal Republic of Ruthenia;;;;;;;;;;;;x;
RUT_fascist_dictatorship;Nationalist Republic of Ruthenia;;;;;;;;;;;;;x;
RUT_proletarian_dictatorship;Democratic Republic of Ruthenia;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
SIE_absolute_monarchy;Kingdom of Siebenburgen;;;;;;;;;;;;x;
SIE_prussian_constitutionalism;Kingdom of Siebenburgen;;;;;;;;;;;;x;
SIE_hms_government;Kingdom of Siebenburgen;;;;;;;;;;;;x;
SIE_democracy;Republic of Siebenburgen;;;;;;;;;;;;x;
SIE_bourgeois_dictatorship;Republic of Siebenburgen;;;;;;;;;;;;;x;
SIE_presidential_dictatorship;Republic of Siebenburgen;;;;;;;;;;;;x;
SIE_fascist_dictatorship;Social Republic of Siebenburgen;;;;;;;;;;;;;x;
SIE_proletarian_dictatorship;People's Republic of Siebenburgen;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
ALB_absolute_monarchy;Kingdom of Albania;;;;;;;;;;;;x;
ALB_prussian_constitutionalism;Kingdom of Albania;;;;;;;;;;;;x;
ALB_hms_government;Kingdom of Albania;;;;;;;;;;;;x;
ALB_democracy;Republic of Albania;;;;;;;;;;;;x;
ALB_bourgeois_dictatorship;Republic of Albania;;;;;;;;;;;;;x;
ALB_presidential_dictatorship;Republic of Albania;;;;;;;;;;;;x;
ALB_fascist_dictatorship;Social Republic of Albania;;;;;;;;;;;;;x;
ALB_proletarian_dictatorship;People's Republic of Albania;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
BOS_absolute_monarchy;Kingdom of Bosnia-Herzegovina;;;;;;;;;;;;x;
BOS_prussian_constitutionalism;Kingdom of Bosnia-Herzegovina;;;;;;;;;;;;x;
BOS_hms_government;Kingdom of Bosnia-Herzegovina;;;;;;;;;;;;x;
BOS_democracy;Republic of Bosnia-Herzegovina;;;;;;;;;;;;x;
BOS_bourgeois_dictatorship;Republic of Bosnia-Herzegovina;;;;;;;;;;;;;x;
BOS_presidential_dictatorship;Republic of Bosnia-Herzegovina;;;;;;;;;;;;x;
BOS_fascist_dictatorship;Nationalist Republic of Bosnia-Herzegovina;;;;;;;;;;;;;x;
BOS_proletarian_dictatorship;Socialist Republic of Bosnia-Herzegovina;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
CRO_absolute_monarchy;Kingdom of Croatia;;;;;;;;;;;;x;
CRO_prussian_constitutionalism;Kingdom of Croatia;;;;;;;;;;;;x;
CRO_hms_government;Kingdom of Croatia;;;;;;;;;;;;x;
CRO_democracy;Republic of Croatia;;;;;;;;;;;;x;
CRO_bourgeois_dictatorship;Republic of Croatia;;;;;;;;;;;;;x;
CRO_presidential_dictatorship;Republic of Croatia;;;;;;;;;;;;x;
CRO_fascist_dictatorship;Social Republic of Croatia;;;;;;;;;;;;;x;
CRO_proletarian_dictatorship;Socialist Republic of Croatia;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
CYP_absolute_monarchy;Kingdom of Cyprus;;;;;;;;;;;;x;
CYP_prussian_constitutionalism;Kingdom of Cyprus;;;;;;;;;;;;x;
CYP_hms_government;Kingdom of Cyprus;;;;;;;;;;;;x;
CYP_democracy;Republic of Cyprus;;;;;;;;;;;;x;
CYP_bourgeois_dictatorship;Republic of Cyprus;;;;;;;;;;;;;x;
CYP_presidential_dictatorship;Republic of Cyprus;;;;;;;;;;;;x;
CYP_fascist_dictatorship;Nationalist Republic of Cyprus;;;;;;;;;;;;;x;
CYP_proletarian_dictatorship;Democratic Republic of Cyprus;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
MON_absolute_monarchy;Kingdom of Montenegro;;;;;;;;;;;;x;
MON_prussian_constitutionalism;Kingdom of Montenegro;;;;;;;;;;;;x;
MON_hms_government;Kingdom of Montenegro;;;;;;;;;;;;x;
MON_democracy;Republic of Montenegro;;;;;;;;;;;;x;
MON_bourgeois_dictatorship;Republic of Montenegro;;;;;;;;;;;;;x;
MON_presidential_dictatorship;Republic of Montenegro;;;;;;;;;;;;x;
MON_fascist_dictatorship;Nationalist Republic of Montenegro;;;;;;;;;;;;;x;
MON_proletarian_dictatorship;Socialist Republic of Montenegro;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
SER_absolute_monarchy;Kingdom of Serbia;;;;;;;;;;;;x;
SER_prussian_constitutionalism;Kingdom of Serbia;;;;;;;;;;;;x;
SER_hms_government;Kingdom of Serbia;;;;;;;;;;;;x;
SER_democracy;Republic of Serbia;;;;;;;;;;;;x;
SER_bourgeois_dictatorship;Republic of Serbia;;;;;;;;;;;;;x;
SER_presidential_dictatorship;Republic of Serbia;;;;;;;;;;;;x;
SER_fascist_dictatorship;Nationalist Republic of Serbia;;;;;;;;;;;;;x;
SER_proletarian_dictatorship;Socialist Republic of Serbia;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;x
YUG_absolute_monarchy;Kingdom of Yugoslavia;;;;;;;;;;;;x;
YUG_prussian_constitutionalism;Kingdom of Yugoslavia;;;;;;;;;;;;x;
YUG_hms_government;Kingdom of Yugoslavia;;;;;;;;;;;;x;
